stem,strategy,wait_ratio,loss_ratio,base_wait,act_wait,base_loss,act_loss,composite_w0.50,composite_w0.60,composite_w0.70
traffic_data_20260527_163149,baseline_original,0.8342622469932531,0.865370770338373,34.09,28.44,41.67,36.06,0.849816508665813,0.8467056563313011,0.8435948039967891
traffic_data_20260527_163649,baseline_more_edges,0.9026019916479281,0.9032089291942798,155.65,140.49,172.02,155.37,0.902905460421104,0.9028447666664687,0.9027840729118336
traffic_data_20260527_164149,no_control,1.0,1.0,39.46,39.46,48.33,48.33,1.0,1.0,1.0
traffic_data_20260527_164649,baseline_more_edges_more_tls,0.9634591961023143,0.9666207845836201,49.26,47.46,58.12,56.18,0.9650399903429672,0.9647238314948365,0.964407672646706
traffic_data_20260527_165149,adaptive,0.9537982565379827,0.9586351706036745,80.3,76.59,95.25,91.31,0.9562167135708286,0.9557330221642595,0.9552493307576901
traffic_data_20260527_165649,baseline_more_edges_more_tls,0.9625651041666667,0.9699323477825108,30.72,29.57,39.91,38.71,0.9662487259745888,0.9655120016130043,0.96477527725142
traffic_data_20260527_170149,adaptive,0.9629959875167188,0.9725073951626936,44.86,43.2,57.47,55.89,0.9677516913397062,0.9668005505751087,0.9658494098105113
traffic_data_20260527_170649,baseline_more_edges_more_tls,0.8923276983094929,0.9076954988591578,38.45,34.31,48.21,43.76,0.9000115985843253,0.8984748185293588,0.8969380384743924
traffic_data_20260527_171149,no_control,1.0,1.0,17.34,17.34,25.15,25.15,1.0,1.0,1.0
traffic_data_20260527_171649,baseline_more_edges_more_tls,0.9169497586268549,0.9222825267601387,111.86,102.57,132.66,122.35,0.9196161426934968,0.9190828658801684,0.91854958906684
traffic_data_20260527_172149,adaptive,0.9070847851335656,0.9212283044058746,68.88,62.48,82.39,75.9,0.9141565447697201,0.9127421928424893,0.9113278409152583
traffic_data_20260527_172649,adaptive,0.8353545734840699,0.8600568466811569,48.65,40.64,59.81,51.44,0.8477057100826134,0.8452354827629047,0.8427652554431959
traffic_data_20260527_173149,adaptive,0.9690551050802582,0.9702004943696788,60.43,58.56,72.82,70.65,0.9696277997249685,0.9695132607960264,0.9693987218670843
traffic_data_20260527_173649,no_control,1.0,1.0,65.89,65.89,79.88,79.88,1.0,1.0,1.0
traffic_data_20260527_174149,adaptive,0.9158379820519039,0.9242722265932336,41.23,37.76,50.84,46.99,0.9200551043225688,0.9192116798684358,0.9183682554143029
traffic_data_20260527_174649,baseline_more_edges,0.9909878682842287,0.9961695607763024,28.85,28.59,39.16,39.01,0.9935787145302655,0.9930605452810581,0.9925423760318508
traffic_data_20260527_175149,baseline_original,0.9921914357682619,0.9924078091106291,79.4,78.78,92.2,91.5,0.9922996224394455,0.9922779851052088,0.992256347770972
traffic_data_20260527_175649,baseline_more_edges,0.8665606221279605,0.8840498529617702,56.58,49.03,71.41,63.13,0.8753052375448653,0.8735563144614843,0.8718073913781035
traffic_data_20260527_180149,no_control,1.0,1.0,51.42,51.42,62.21,62.21,1.0,1.0,1.0
traffic_data_20260527_180649,baseline_original,0.9235588972431077,0.9362905252576025,63.84,58.96,79.58,74.51,0.929924711250355,0.9286515484489056,0.9273783856474561
traffic_data_20260527_181149,baseline_more_edges_more_tls,0.9284057971014493,0.935143994380707,34.5,32.03,42.71,39.94,0.9317748957410782,0.9311010760131524,0.9304272562852266
traffic_data_20260527_181649,no_control,1.0,1.0,11.57,11.57,17.95,17.95,1.0,1.0,1.0
traffic_data_20260527_182149,no_control,1.0,1.0,38.31,38.31,46.13,46.13,1.0,1.0,1.0
traffic_data_20260527_182649,adaptive,0.8316787859626936,0.8420158218576033,158.15,131.53,170.65,143.69,0.8368473039101485,0.8358136003206575,0.8347798967311666
traffic_data_20260527_183149,baseline_more_edges,0.7370266479663394,0.7769169115682607,28.52,21.02,37.43,29.08,0.7569717797673001,0.752982753407108,0.7489937270469158
traffic_data_20260527_183649,baseline_more_edges_more_tls,0.8913168856135854,0.9000399156070024,156.05,139.09,175.37,157.84,0.8956784006102938,0.8948060976109522,0.8939337946116104
traffic_data_20260527_184149,baseline_more_edges_more_tls,0.8111653116531166,0.8326882477128782,92.25,74.83,113.68,94.66,0.8219267796829974,0.8197744860770213,0.8176221924710451
traffic_data_20260527_184649,baseline_more_edges_more_tls,0.9765748654637544,0.9768280123583932,31.59,30.85,38.84,37.94,0.9767014389110737,0.97667612422161,0.976650809532146
traffic_data_20260527_185149,baseline_more_edges_more_tls,0.8938053097345133,0.9017105263157895,63.28,56.56,76.0,68.53,0.8977579180251514,0.8969673963670238,0.8961768747088963
traffic_data_20260527_185649,baseline_more_edges_more_tls,0.881738639570985,0.900219298245614,35.43,31.24,45.6,41.05,0.8909789689082994,0.8891309030408365,0.8872828371733736
traffic_data_20260527_190149,baseline_more_edges_more_tls,0.9435785536159601,0.9637019230769232,32.08,30.27,41.6,40.09,0.9536402383464416,0.9516279014003453,0.949615564454249
traffic_data_20260527_190649,baseline_more_edges_more_tls,0.8911538461538462,0.9260711285354243,26.0,23.17,35.71,33.07,0.9086124873446353,0.9051207591064774,0.9016290308683197
traffic_data_20260527_191149,baseline_more_edges,0.8350824587706147,0.8555847696951991,86.71,72.41,102.69,87.86,0.8453336142329069,0.8432833831404485,0.8412331520479901
traffic_data_20260527_191649,baseline_original,0.9738219895287957,0.9800894531813592,59.21,57.66,69.31,67.93,0.9769557213550775,0.9763289749898211,0.9757022286245648
traffic_data_20260527_192149,baseline_more_edges,0.969722455845248,0.9826060421116876,23.78,23.06,32.77,32.2,0.9761642489784678,0.9748758903518238,0.9735875317251799
traffic_data_20260527_192649,baseline_more_edges,0.8920265780730898,0.9238356164383561,12.04,10.74,18.25,16.86,0.907931097255723,0.9047501934191964,0.9015692895826697
traffic_data_20260527_193149,baseline_more_edges_more_tls,0.968909878000787,0.971431849472235,76.23,73.86,87.16,84.67,0.970170863736511,0.9699186665893662,0.9696664694422213
traffic_data_20260527_193649,baseline_more_edges,0.9974690663667041,0.9954822679015134,35.56,35.47,44.27,44.07,0.9964756671341087,0.9966743469806278,0.9968730268271468
traffic_data_20260527_194149,adaptive,0.8797123556330354,0.896978021978022,45.89,40.37,58.24,52.24,0.8883451888055287,0.88661862217103,0.8848920555365314
traffic_data_20260527_194649,adaptive,0.9294938917975567,0.9457917261055635,28.65,26.63,35.05,33.15,0.93764280895156,0.9360130255207595,0.9343832420899588
traffic_data_20260527_195149,baseline_original,0.9926082365364308,0.9910313901345292,28.41,28.2,37.91,37.57,0.9918198133354801,0.9919774979756701,0.9921351826158604
traffic_data_20260527_195649,baseline_more_edges_more_tls,0.9208562450903378,0.9347056931489225,50.92,46.89,62.18,58.12,0.9277809691196302,0.9263960243137717,0.9250110795079132
traffic_data_20260527_200149,adaptive,0.9401528013582343,0.9560975609756098,23.56,22.15,32.8,31.36,0.948125181166922,0.9465307052051846,0.9449362292434469
traffic_data_20260527_200649,baseline_more_edges_more_tls,0.9759862778730704,0.9842007434944238,5.83,5.69,10.76,10.59,0.9800935106837471,0.9792720641216117,0.9784506175594763
traffic_data_20260527_201149,baseline_original,0.7557986870897154,0.801088065283917,22.85,17.27,29.41,23.56,0.7784433761868161,0.773914438367396,0.7693855005479758
traffic_data_20260527_201649,baseline_more_edges,0.9393683023124648,0.953370072064434,35.46,33.31,47.18,44.98,0.9463691871884494,0.9449690102132524,0.9435688332380555
traffic_data_20260527_202149,baseline_more_edges,0.9799331103678931,0.9843956625231419,29.9,29.3,37.81,37.22,0.9821643864455175,0.9817181312299926,0.9812718760144677
traffic_data_20260527_202649,baseline_more_edges_more_tls,0.9254429482636429,0.9394229618101281,70.55,65.29,83.53,78.47,0.9324329550368855,0.9310349536822369,0.9296369523275885
traffic_data_20260527_203149,adaptive,0.9852465642683913,0.986904761904762,49.48,48.75,58.8,58.03,0.9860756630865766,0.9859098433229396,0.9857440235593026
traffic_data_20260527_203649,baseline_original,0.9495982468955442,0.95618413754853,27.38,26.0,36.06,34.48,0.9528911922220371,0.9522326031567385,0.9515740140914399
traffic_data_20260527_204149,no_control,1.0,1.0,64.11,64.11,76.36,76.36,1.0,1.0,1.0
traffic_data_20260527_204649,adaptive,0.8125484120836561,0.83773127085229,25.82,20.98,32.97,27.62,0.8251398414679731,0.8226215555911096,0.8201032697142463
traffic_data_20260527_205149,no_control,1.0,1.0,20.43,20.43,27.71,27.71,1.0,1.0,1.0
traffic_data_20260527_205649,adaptive,0.9953441968739607,0.9957435488161744,30.07,29.93,37.59,37.43,0.9955438728450676,0.9955039376508462,0.9954640024566248
traffic_data_20260527_210149,no_control,1.0,1.0,19.08,19.08,25.57,25.57,1.0,1.0,1.0
traffic_data_20260527_210649,baseline_more_edges,0.8158658497258948,0.839304531085353,31.01,25.3,37.96,31.86,0.827585190405624,0.8252413222696782,0.8228974541337323
traffic_data_20260527_211149,adaptive,0.9671824519639517,0.9737592698231603,58.81,56.88,70.12,68.28,0.9704708608935559,0.9698131791076351,0.9691554973217142
traffic_data_20260527_211649,baseline_more_edges,0.9737771053958648,0.9800205973223481,39.66,38.62,48.55,47.58,0.9768988513591065,0.9762745021664581,0.9756501529738097
traffic_data_20260527_212149,baseline_original,0.9683853970643583,0.9705610357583231,53.14,51.46,64.88,62.97,0.9694732164113407,0.9692556525419442,0.9690380886725478
traffic_data_20260527_212649,baseline_more_edges_more_tls,0.933050847457627,0.9604190919674039,11.8,11.01,17.18,16.5,0.9467349697125155,0.9439981452615378,0.94126132081056
traffic_data_20260527_213149,no_control,1.0,1.0,21.76,21.76,28.08,28.08,1.0,1.0,1.0
traffic_data_20260527_213649,baseline_more_edges,0.8755474452554745,0.8954545454545454,27.4,23.99,35.2,31.52,0.8855009953550099,0.8835102853351028,0.8815195753151958
traffic_data_20260527_214149,adaptive,0.9767822105951603,0.9771932279278019,61.16,59.74,71.47,69.84,0.9769877192614811,0.976946617528217,0.9769055157949529
traffic_data_20260527_214649,baseline_original,0.9405940594059405,0.9475707794477456,21.21,19.95,28.61,27.11,0.9440824194268431,0.9433847474226625,0.9426870754184821
traffic_data_20260527_215149,no_control,1.0,1.0,25.73,25.73,32.77,32.77,1.0,1.0,1.0
traffic_data_20260527_215649,adaptive,0.8880386629077729,0.9030479896238651,24.83,22.05,30.84,27.85,0.895543326265819,0.8940423935942098,0.8925414609226006
traffic_data_20260527_222646,baseline_original,0.9920537897310514,0.991659350307287,16.36,16.23,22.78,22.59,0.9918565700191693,0.9918960139615457,0.9919354579039221
traffic_data_20260527_231941,adaptive,0.9705075445816187,0.9779489904357067,29.16,28.3,37.64,36.81,0.9742282675086626,0.9734841229232538,0.9727399783378452
traffic_data_20260528_022101,no_control,1.0,1.0,19.98,19.98,26.39,26.39,1.0,1.0,1.0
traffic_data_20260528_132200,no_control,1.0,1.0,26.22,26.22,35.38,35.38,1.0,1.0,1.0
traffic_data_20260528_132700,baseline_original,0.9436843391155632,0.9501066098081025,81.86,77.25,93.8,89.12,0.9468954744618328,0.9462532473925789,0.945611020323325
traffic_data_20260528_133200,no_control,1.0,1.0,51.39,51.39,59.26,59.26,1.0,1.0,1.0
traffic_data_20260528_133700,no_control,1.0,1.0,25.17,25.17,32.86,32.86,1.0,1.0,1.0
traffic_data_20260528_134200,no_control,1.0,1.0,35.04,35.04,44.31,44.31,1.0,1.0,1.0
traffic_data_20260528_134700,baseline_original,0.9482872200263505,0.9663735126745991,30.36,28.79,38.66,37.36,0.9573303663504749,0.9555217370856499,0.953713107820825
traffic_data_20260528_135200,adaptive,0.9809626436781609,0.9810874704491725,55.68,54.62,67.68,66.4,0.9810250570636667,0.9810125743865655,0.9810000917094643
traffic_data_20260528_135700,adaptive,0.949517446176689,0.9614864161548872,80.82,76.74,96.07,92.37,0.9555019311657881,0.9543050341679683,0.9531081371701484
traffic_data_20260528_140200,baseline_more_edges_more_tls,0.9830709830709831,0.9845663890249877,33.67,33.1,40.82,40.19,0.9838186860479854,0.983669145452585,0.9835196048571845
traffic_data_20260528_140700,adaptive,0.9012591119946984,0.9149437320073279,30.18,27.2,38.21,34.96,0.9081014220010132,0.9067329599997502,0.9053644979984873
traffic_data_20260528_141200,no_control,1.0,1.0,24.79,24.79,33.45,33.45,1.0,1.0,1.0
traffic_data_20260528_141700,baseline_more_edges_more_tls,0.9526192337763878,0.9600463977316663,63.95,60.92,77.59,74.49,0.9563328157540271,0.9555900993584993,0.9548473829629713
traffic_data_20260528_142200,baseline_more_edges,0.8756973500697349,0.8864302461899181,57.36,50.23,68.24,60.49,0.8810637981298265,0.8799905085178082,0.8789172189057899
traffic_data_20260528_142700,no_control,1.0,1.0,65.34,65.34,74.68,74.68,1.0,1.0,1.0
traffic_data_20260528_143200,baseline_more_edges,0.907008495145631,0.9071079353140279,65.92,59.79,79.77,72.36,0.9070582152298294,0.9070482712129897,0.9070383271961501
traffic_data_20260528_143700,baseline_more_edges,0.6286085229876279,0.6494220468001128,130.94,82.31,141.88,92.14,0.6390152848938704,0.6369339325126219,0.6348525801313734
traffic_data_20260528_144200,baseline_more_edges_more_tls,0.8871455304447964,0.899660461304297,69.47,61.63,85.41,76.84,0.8934029958745466,0.8921515027885967,0.8909000097026465
traffic_data_20260528_144700,no_control,1.0,1.0,23.74,23.74,31.57,31.57,1.0,1.0,1.0
traffic_data_20260528_145200,baseline_more_edges_more_tls,0.8897090751194093,0.911953945140535,23.03,20.49,29.53,26.93,0.9008315101299722,0.8986070231278596,0.8963825361257469
traffic_data_20260528_145700,baseline_more_edges,0.957121518320007,0.9569260112850672,113.81,108.93,125.83,120.41,0.957023764802537,0.9570433155060311,0.9570628662095251
traffic_data_20260528_150200,no_control,1.0,1.0,14.43,14.43,20.29,20.29,1.0,1.0,1.0
traffic_data_20260528_150700,adaptive,0.9172450613988253,0.9228122491111366,74.92,68.72,87.19,80.46,0.920028655254981,0.9194719364837498,0.9189152177125187
traffic_data_20260528_151200,no_control,1.0,1.0,23.46,23.46,28.94,28.94,1.0,1.0,1.0
traffic_data_20260528_151700,no_control,1.0,1.0,23.01,23.01,30.82,30.82,1.0,1.0,1.0
traffic_data_20260528_152200,baseline_more_edges,0.7824642975755562,0.8203321590337191,30.11,23.56,39.74,32.6,0.8013982283046377,0.7976114421588214,0.7938246560130051
traffic_data_20260528_152700,baseline_original,0.9843915343915345,0.9897360703812317,37.8,37.21,47.74,47.25,0.9870638023863831,0.9865293487874134,0.9859948951884436
traffic_data_20260528_153200,adaptive,0.9000502260170768,0.9161534154535275,59.73,53.76,71.44,65.45,0.9081018207353022,0.906491501791657,0.9048811828480121
traffic_data_20260528_153700,adaptive,0.8552210121716848,0.8739290085679315,31.22,26.7,40.85,35.7,0.8645750103698082,0.8627042107301834,0.8608334110905589
traffic_data_20260528_154200,no_control,1.0,1.0,32.86,32.86,38.49,38.49,1.0,1.0,1.0
traffic_data_20260528_154700,baseline_original,0.9772809231878832,0.9829952267303103,27.73,27.1,33.52,32.95,0.9801380749590967,0.9795666446048541,0.9789952142506113
traffic_data_20260528_155200,baseline_more_edges_more_tls,0.8983286908077995,0.9157628344179319,21.54,19.35,27.66,25.33,0.9070457626128657,0.9053023482518525,0.9035589338908393
traffic_data_20260528_155700,adaptive,0.8579545454545454,0.8943275388838061,14.08,12.08,21.86,19.55,0.8761410421691758,0.8725037428262498,0.8688664434833235
traffic_data_20260528_160200,no_control,1.0,1.0,57.45,57.45,67.53,67.53,1.0,1.0,1.0
traffic_data_20260528_160700,baseline_original,0.8304662179007729,0.8719404738594086,40.11,33.31,51.07,44.53,0.8512033458800907,0.8470559202842272,0.8429084946883636
traffic_data_20260528_161200,no_control,1.0,1.0,75.28,75.28,90.72,90.72,1.0,1.0,1.0
traffic_data_20260528_161700,no_control,1.0,1.0,36.8,36.8,46.74,46.74,1.0,1.0,1.0
traffic_data_20260528_162200,baseline_more_edges_more_tls,0.9973691133912128,0.9933318993331899,38.01,37.91,46.49,46.18,0.9953505063622013,0.9957542277680036,0.996157949173806
traffic_data_20260528_162700,baseline_original,0.7934742306266221,0.8154506437768242,26.97,21.4,32.62,26.6,0.8044624372017232,0.802264795886703,0.8000671545716828
traffic_data_20260528_163200,baseline_more_edges,0.9842799188640974,0.9886602267954641,39.44,38.82,47.62,47.08,0.9864700728297807,0.9860320420366441,0.9855940112435073
traffic_data_20260528_163700,adaptive,0.8314266929651545,0.8358500814774579,76.05,63.23,92.05,76.94,0.8336383872213062,0.8331960483700758,0.8327537095188455
traffic_data_20260528_164200,baseline_original,0.9937487790584099,0.9984370115661145,51.19,50.87,63.98,63.88,0.9960928953122622,0.9956240720614917,0.9951552488107214
traffic_data_20260528_164700,baseline_more_edges_more_tls,0.7280966767371602,0.8105196451204055,9.93,7.23,15.78,12.79,0.7693081609287828,0.7610658640904583,0.7528235672521337
traffic_data_20260528_165200,baseline_original,0.8673243053934159,0.8730630095567193,171.32,148.59,185.21,161.7,0.8701936574750676,0.8696197870587372,0.8690459166424069
traffic_data_20260528_165700,no_control,1.0,1.0,24.48,24.48,31.49,31.49,1.0,1.0,1.0
traffic_data_20260528_170200,baseline_more_edges,0.9602778380724984,0.9656889872717211,46.07,44.24,54.21,52.35,0.9629834126721097,0.9624422977521875,0.9619011828322652
traffic_data_20260528_170700,baseline_original,0.9823636363636364,0.9822898865931333,55.0,54.03,64.37,63.23,0.9823267614783848,0.9823341364554352,0.9823415114324856
traffic_data_20260528_171200,adaptive,0.9512251502542765,0.9586206896551723,43.26,41.15,52.2,50.04,0.9549229199547244,0.9541833660146348,0.9534438120745452
traffic_data_20260528_171700,baseline_more_edges_more_tls,0.8077676240208878,0.852219191668733,30.64,24.75,40.33,34.37,0.8299934078448103,0.8255482510800258,0.8211030943152413
traffic_data_20260528_172200,baseline_more_edges_more_tls,0.9266055045871561,0.9419366581725519,42.51,39.39,54.94,51.75,0.934271081379854,0.9327379660213144,0.9312048506627748
traffic_data_20260528_172700,baseline_more_edges_more_tls,0.724438331040807,0.7744867048131943,21.81,15.8,29.71,23.01,0.7494625179270007,0.7444576805497619,0.7394528431725231
traffic_data_20260528_173200,adaptive,0.9517078916372202,0.9637273295809882,25.47,24.24,31.98,30.82,0.9577176106091042,0.9565156668147274,0.9553137230203506
traffic_data_20260528_173700,baseline_more_edges,0.9939718687206965,1.0043706293706294,14.93,14.84,22.88,22.98,0.999171249045663,0.9981313729806697,0.9970914969156763
traffic_data_20260528_174200,no_control,1.0,1.0,45.7,45.7,56.71,56.71,1.0,1.0,1.0
traffic_data_20260528_174700,adaptive,0.8170028818443804,0.8409714061887974,41.64,34.02,51.06,42.94,0.8289871440165889,0.8265902915821473,0.8241934391477055
traffic_data_20260528_175200,no_control,1.0,1.0,62.81,62.81,73.84,73.84,1.0,1.0,1.0
traffic_data_20260528_175700,baseline_original,0.9327380516724,0.9334459898609124,136.63,127.44,153.86,143.62,0.9330920207666562,0.9330212269478049,0.9329504331289538
traffic_data_20260528_180200,no_control,1.0,1.0,78.68,78.68,91.75,91.75,1.0,1.0,1.0
traffic_data_20260528_180700,baseline_more_edges_more_tls,0.7422850844966936,0.7665625,54.44,40.41,64.0,49.06,0.7544237922483468,0.7519960506980161,0.7495683091476856
traffic_data_20260528_181200,no_control,1.0,1.0,73.28,73.28,88.17,88.17,1.0,1.0,1.0
traffic_data_20260528_181700,baseline_more_edges_more_tls,0.744988864142539,0.7818936366430986,53.88,40.14,65.06,50.87,0.7634412503928187,0.7597507731427628,0.7560602958927068
traffic_data_20260528_182200,no_control,1.0,1.0,32.98,32.98,43.0,43.0,1.0,1.0,1.0
traffic_data_20260528_182700,adaptive,0.9157984628522631,0.9353155972874282,58.55,53.62,76.68,71.72,0.9255570300698457,0.9236053166263292,0.9216536031828126
traffic_data_20260528_183200,baseline_original,0.979472824819221,0.9810444874274661,42.87,41.99,51.7,50.72,0.9802586561233435,0.9801014898625191,0.9799443236016945
traffic_data_20260528_183700,no_control,1.0,1.0,31.32,31.32,39.92,39.92,1.0,1.0,1.0
traffic_data_20260528_184200,baseline_more_edges_more_tls,0.9901590457256462,0.9940239043824701,100.6,99.61,115.46,114.77,0.9920914750540581,0.9917049891883758,0.9913185033226933
traffic_data_20260528_184700,baseline_more_edges,0.9731952482485532,0.9792914171656687,32.83,31.95,40.08,39.25,0.976243332707111,0.9756337158153994,0.9750240989236878
traffic_data_20260528_185200,baseline_original,0.9512810559006211,0.9574366331898614,51.52,49.01,62.73,60.06,0.9543588445452412,0.9537432868163173,0.9531277290873932
traffic_data_20260528_185700,baseline_more_edges_more_tls,0.8343154246100519,0.86,28.85,24.07,37.5,32.25,0.847157712305026,0.8445892547660312,0.8420207972270363
traffic_data_20260528_190200,adaptive,0.9628180039138943,0.9726941747572816,10.22,9.84,16.48,16.03,0.9677560893355879,0.9667684722512493,0.9657808551669105
traffic_data_20260528_190700,baseline_more_edges_more_tls,0.9926069153776159,0.9980950471225186,87.92,87.27,99.74,99.55,0.9953509812500673,0.994802168075577,0.9942533549010868
traffic_data_20260528_191200,baseline_more_edges_more_tls,0.3856585019524317,0.4210456563514678,140.85,54.32,150.91,63.54,0.4033520791519497,0.3998133637120461,0.39627464827214254
traffic_data_20260528_191700,adaptive,0.9133445945945946,0.9253418922690484,59.2,54.07,71.66,66.31,0.9193432434318215,0.9181435136643761,0.9169437838969308
traffic_data_20260528_192200,baseline_more_edges_more_tls,0.7622769753610875,0.7886814300188161,58.85,44.86,69.09,54.49,0.7754792026899517,0.7728387572241789,0.770198311758406
traffic_data_20260528_192700,baseline_more_edges,0.9550438596491228,0.9622641509433962,54.72,52.26,65.72,63.24,0.9586540052962595,0.9579319761668321,0.9572099470374048
traffic_data_20260528_193200,baseline_more_edges,0.8923694779116466,0.9118372379778051,24.9,22.22,32.44,29.58,0.9021033579447258,0.9001565819381099,0.898209805931494
traffic_data_20260528_193700,baseline_original,0.9291659288117584,0.9374188896899786,56.47,52.47,69.35,65.01,0.9332924092508685,0.9324671131630464,0.9316418170752245
traffic_data_20260528_194200,baseline_more_edges,0.7747422680412371,0.8308475809385232,19.4,15.03,27.49,22.84,0.8027949244898802,0.7971843932001516,0.791573861910423
traffic_data_20260528_194700,baseline_more_edges,0.9529792262719243,0.9606665976606977,80.39,76.61,96.61,92.81,0.956822911966311,0.9560541748274336,0.9552854376885562
traffic_data_20260528_195200,baseline_more_edges_more_tls,0.9887387387387386,1.0027529249827942,8.88,8.78,14.53,14.57,0.9957458318607664,0.9943444132363609,0.9929429946119552
traffic_data_20260528_195700,baseline_more_edges,0.975618416380637,0.9759778911564625,84.49,82.43,94.08,91.82,0.9757981537685497,0.9757622062909672,0.9757262588133846
traffic_data_20260528_200200,adaptive,0.9366602687140115,0.9438001784121319,15.63,14.64,22.42,21.16,0.9402302235630717,0.9395162325932597,0.9388022416234476
traffic_data_20260528_200700,no_control,1.0,1.0,5.54,5.54,9.98,9.98,1.0,1.0,1.0
traffic_data_20260528_201200,adaptive,0.8697394789579158,0.8985576923076923,14.97,13.02,20.8,18.69,0.8841485856328041,0.8812667642978265,0.8783849429628487
traffic_data_20260528_201700,no_control,1.0,1.0,9.48,9.48,15.18,15.18,1.0,1.0,1.0
traffic_data_20260528_202200,baseline_more_edges_more_tls,0.9424404015056462,0.9472281449893389,63.76,60.09,75.04,71.08,0.9448342732474926,0.9443554988991234,0.943876724550754
traffic_data_20260528_202700,no_control,1.0,1.0,38.07,38.07,47.35,47.35,1.0,1.0,1.0
traffic_data_20260528_203200,no_control,1.0,1.0,57.62,57.62,67.96,67.96,1.0,1.0,1.0
traffic_data_20260528_203700,baseline_more_edges_more_tls,0.7996632996632996,0.8366897419760856,23.76,19.0,31.78,26.59,0.8181765208196926,0.8144738765884141,0.8107712323571354
traffic_data_20260528_204200,baseline_more_edges_more_tls,0.9619323241317899,0.9655988350928285,44.92,43.21,54.94,53.05,0.9637655796123092,0.9633989285162053,0.9630322774201014
traffic_data_20260528_204700,baseline_more_edges_more_tls,0.7615349474645957,0.8069289065319378,43.78,33.34,55.42,44.72,0.7842319269982667,0.7796925310915326,0.7751531351847984
traffic_data_20260528_205200,adaptive,0.8853247794707296,0.9171875,12.47,11.04,19.2,17.61,0.9012561397353649,0.8980698676824378,0.8948835956295107
traffic_data_20260528_205700,baseline_more_edges_more_tls,0.9962773382968824,0.9969471474909369,42.98,42.82,52.41,52.25,0.9966122428939097,0.9965452619745042,0.9964782810550987
traffic_data_20260528_210200,baseline_original,0.9743055555555555,0.9817629179331308,14.4,14.03,19.74,19.38,0.9780342367443431,0.9772885005065857,0.976542764268828
traffic_data_20260528_210700,baseline_more_edges,0.9949425287356322,0.9965108164689462,21.75,21.64,28.66,28.56,0.9957266726022892,0.9955698438289577,0.9954130150556264
traffic_data_20260528_211200,baseline_more_edges_more_tls,0.9366336633663366,0.9427911749615188,30.3,28.38,38.98,36.75,0.9397124191639277,0.9390966680044095,0.9384809168448912
traffic_data_20260528_211700,adaptive,0.883675799086758,0.8968269048071442,87.6,77.41,105.26,94.4,0.890251351946951,0.8889362413749125,0.8876211308028739
traffic_data_20260528_212200,baseline_more_edges_more_tls,0.8236179823617982,0.8463938337309598,46.49,38.29,54.49,46.12,0.835005908046379,0.8327283229094629,0.8304507377725466
traffic_data_20260528_212700,no_control,1.0,1.0,91.18,91.18,104.57,104.57,1.0,1.0,1.0
traffic_data_20260528_213200,adaptive,0.917579250720461,0.930774664469037,34.7,31.84,42.47,39.53,0.9241769575947489,0.9228574162198914,0.9215378748450338
traffic_data_20260528_213700,baseline_original,0.8513243378310844,0.8814114924797533,40.02,34.07,51.86,45.71,0.8663679151554189,0.863359199690552,0.860350484225685
traffic_data_20260528_214200,adaptive,0.9297078768909754,0.9335155822854019,76.68,71.29,91.45,85.37,0.9316117295881887,0.931230959048746,0.9308501885093033
traffic_data_20260528_214700,baseline_more_edges_more_tls,0.7019977802441731,0.7592288761279739,18.02,12.65,24.38,18.51,0.7306133281860735,0.7248902185976934,0.7191671090093134
traffic_data_20260528_215200,baseline_more_edges_more_tls,0.9474737368684344,0.9559533386967016,39.98,37.88,49.72,47.53,0.9517135377825681,0.9508655775997413,0.9500176174169146
traffic_data_20260528_215700,baseline_original,0.9299999999999999,0.9473942969518191,15.0,13.95,20.34,19.27,0.9386971484759095,0.9369577187807276,0.9352182890855456
traffic_data_20260528_220200,no_control,1.0,1.0,41.09,41.09,51.12,51.12,1.0,1.0,1.0
traffic_data_20260528_220700,baseline_more_edges,0.9495798319327732,0.9656652360515022,14.28,13.56,20.97,20.25,0.9576225339921377,0.9560139935802647,0.9544054531683919
traffic_data_20260528_221200,baseline_more_edges_more_tls,0.9031679617453675,0.925460636515913,16.73,15.11,23.88,22.1,0.9143142991306403,0.9120850316535858,0.9098557641765311
traffic_data_20260528_221700,baseline_original,0.9910714285714286,0.9921491658488715,13.44,13.32,20.38,20.22,0.99161029721015,0.9915025234824058,0.9913947497546615
traffic_data_20260528_222200,baseline_original,0.948030987734022,0.9619860356865788,30.98,29.37,38.67,37.2,0.9550085117103004,0.9536130069150447,0.952217502119789
traffic_data_20260528_222700,no_control,1.0,1.0,33.99,33.99,43.25,43.25,1.0,1.0,1.0
traffic_data_20260528_223200,baseline_more_edges_more_tls,0.8272577996715929,0.8479097909790979,60.9,50.38,72.72,61.66,0.8375837953253453,0.8355185961945948,0.8334533970638442
traffic_data_20260528_223700,adaptive,0.946077032810271,0.9499772623919964,35.05,33.16,43.98,41.78,0.9480271476011337,0.9476371246429611,0.9472471016847887
traffic_data_20260528_224200,no_control,1.0,1.0,18.8,18.8,25.25,25.25,1.0,1.0,1.0
traffic_data_20260528_224700,no_control,1.0,1.0,14.04,14.04,20.56,20.56,1.0,1.0,1.0
traffic_data_20260528_225200,baseline_more_edges_more_tls,0.886767895878525,0.9059550927432476,23.05,20.44,30.73,27.84,0.8963614943108863,0.8944427746244141,0.8925240549379417
