strategy,is_proportional,proportional_pool,top_n_tls,use_downstream_penalty,update_interval,top_edge_count_override,predicted_score,actual_waiting_time,actual_end_time,baseline_waiting_time,baseline_end_time,actual_time_loss,baseline_time_loss,composite_score
baseline_more_edges_more_tls,True,8.0,4,True,180.0,20,0.0,192.06,1953.0,231.6,2467.0,233.44,280.36,0.8306222643425883
