icid,設備編號,路口名稱,群組,經度,緯度,三合一報表連結（網址）
IFDGM,SFDGM10,廈門街114巷,GN0259,121.516525,25.02306,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFDGM10
IFDGP,SFDGP10,重慶南三段-廈門街114巷,GN0259,121.516852,25.023044,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFDGP10
IFDIC,SFDIC10,重慶南三段-廈門街74巷,GN0259,121.516572,25.025017,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFDIC10
IFDP9,SFDP910,和平東三段-嘉興街,GN0092,121.553969,25.023019,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFDP910
IFFGT,SFFGT10,廈門街113巷-牯嶺街,GN0259,121.517418,25.023431,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFFGT10
IFFH8,SFFH810,廈門街-牯嶺街,GN0257,121.519033,25.023362,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFFH810
IFFIE,SFFIE10,羅斯福三段-金門街,GN0041,121.525108,25.023412,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFFIE10
IFFIF,SFFIF10,羅斯福二段-南昌路二段,GN0041,121.524447,25.024327,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFFIF10
IFFJ5,SFFJ510,師大路80巷,GN0041,121.528457,25.023292,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFFJ510
IFGCF,SFGCF10,寶興街-德昌街,GA0235,121.495422,25.023641,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFGCF10
IFGCS,SFGCS10,東園街140巷,GA0236,121.497552,25.02358,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFGCS10
IFGDU,SFGDU10,青年路68巷,GA0245,121.502764,25.023571,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFGDU10
IFGSF,SFGSF10,吳興街-松仁路,GS0450,121.5698,25.023377,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFGSF10
IFGTN,SFGTN10,LCS信義支線2+795(象山隧道出口)-出城2,GS1420,121.576105,25.023302,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFGTN10
IFHKV,SFHKV10,建國南一段65巷,GN0503,121.538014,25.040773,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFHKV10
IFHTR,SFHTR10,LCS信義支線2+820(象山隧道入口)-進城4,GS1040,121.5765,25.023497,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFHTR10
IFIGP,SFIGP10,重慶南三段146巷,GN0259,121.516835,25.023884,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFIGP10
IFJJN,SFJJN10,羅斯福二段-同安街,GN0041,121.523329,25.02582,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFJJN10
IFKDE,SFKDE10,萬大路329巷,GA0008,121.50022,25.024194,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFKDE10
IFKEY,SFKEY10,國興路1巷,GA0251,121.508285,25.024121,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFKEY10
IFKHP,SFKHP10,汀州路二段-同安街,GC0169,121.521711,25.024093,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFKHP10
IFKPS,SFKPS10,信安街-信安街95巷,GN0289,121.556897,25.024062,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFKPS10
IFLBG,SFLBG10,西園路二段-環河南三段,GA0006,121.490868,25.02446,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFLBG10
IFLCQ,SFLCQ10,東園街-德昌街,GA0236,121.497169,25.024412,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFLCQ10
IFLFJ,SFLFJ10,中華路二段古亭國中,GC0037,121.51115,25.024364,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFLFJ10
IFLPI,SFLPI10,崇德街-嘉興街,GN0289,121.555836,25.023996,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFLPI10
IFMDN,SFMDN10,"萬大路277巷44,37弄(單閃)",GA0008,121.501747,25.024442,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFMDN10
IFMHJ,SFMHJ10,汀州路二段-廈門街81巷28弄(強恕中學),GS0322,121.520267,25.024757,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFMHJ10
IFMNV,SFMNV10,和平東三段-基隆路二段,GS0091,121.552538,25.024343,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFMNV10
IFMPR,SFMPR10,信安街-吳興街156巷,GN0289,121.558106,25.028727,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFMPR10
IFNFC,SFNFC10,中華路二段416巷--萬大路277巷33弄,GA0244,121.501696,25.026498,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFNFC10
IFNFE,SFNFE10,中華路二段-寧波西街,GA0250,121.51014,25.024639,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFNFE10
IFNN7,SFNN710,和平東三段-敦化南二段,GS0091,121.548724,25.024555,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFNN710
IFNNH,SFNNH10,和平東三段-安和路二段,GS0091,121.550319,25.024468,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFNNH10
IFPHF,SFPHF10,汀州路二段219號(河堤國小),GC0119,121.523074,25.023014,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFPHF10
IFPMQ,SFPMQ10,和平東二段-臥龍街,GA0067,121.546683,25.024671,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFPMQ10
IFQM6,SFQM610,和平東二段-復興南二段,GA0270,121.543424,25.024855,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFQM610
IFQQF,SFQQF10,樂利路45巷,GN0276,121.551669,25.02665,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFQQF10
IFRCN,SFRCN10,東園街-民和街,GA0236,121.496825,25.025126,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFRCN10
IFRVV,SFRVV10,和平東二段175巷,GA0270,121.587071,25.024716,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFRVV10
IFSE5,SFSE510,青年路--西藏路125巷,GA0245,121.503722,25.025175,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFSE510
IFSFX,SFSFX10,詔安街-泉州街,GC0195,121.513135,25.025179,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFSFX10
IFTDF,SFTDF10,萬大路-德昌街,GA0008,121.500433,25.025358,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFTDF10
IFTGT,SFTGT10,汀州路二段-廈門街,GN0259,121.517446,25.025408,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFTGT10
IFTLG,SFTLG10,和平東二段107巷,GA0067,121.540275,25.02529,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFTLG10
IFTLH,SFTLH10,和平東二段瑞安街,GA0067,121.538839,25.025476,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFTLH10
IFTLI,SFTLI10,中華路二段國興路,GA0250,121.509151,25.024976,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFTLI10
IFTLK,SFTLK10,吳興街220巷北醫癌症醫院大樓,GC0055,121.540909,25.025261,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFTLK10
IFUED,SFUED10,青年路-30巷(青年社區),GA0245,121.504995,25.025601,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFUED10
IFUHV,SFUHV10,同安街-南昌路二段,GS0262,121.522767,25.025434,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFUHV10
IFVBG,SFVBG10,萬大路423巷光仁國小,GC0054,121.490724,25.025769,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFVBG10
IFVGM,SFVGM10,汀州路二段-重慶南三段,GN0259,121.516377,25.025673,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFVGM10
IFVKW,SFVKW10,和平東二段-建國南二段,GA0063,121.537671,25.025634,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFVKW10
IFWBS,SFWBS10,西園路二段光復橋頭,GA0006,121.492498,25.025845,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFWBS10
IFWCL,SFWCL10,東園街73巷,GA0236,121.496462,25.025913,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFWCL10
IFWEX,SFWEX10,中華路二段409巷,GA0250,121.508164,25.025855,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFWEX10
IFWFG,SFWFG10,寧波西街-詔安街,GN0243,121.510542,25.025892,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFWFG10
IFWS9,SFWS910,松仁路吳興國小,GC0170,121.56907,25.025409,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFWS910
IFXC8,SFXC810,寶興街-80巷,GA0235,121.494332,25.026019,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFXC810
IFXNS,SFXNS10,樂利路-通化街,GN0276,121.55198,25.025852,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFXNS10
IFYDZ,SFYDZ10,西園路二段東園街右轉道,GS0276,121.495426,25.028113,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFYDZ10
IFYEM,SFYEM10,青年路-國興路,GN0243,121.5065,25.026077,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFYEM10
IFYKD,SFYKD10,和平東一段-新生南二段,GA0063,121.534868,25.026023,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFYKD10
IFYQL,SFYQL10,吳興街220巷-信安街67巷,GC0055,121.560888,25.025927,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFYQL10
IFZDB,SFZDB10,民和街14號(單閃),GA0008,121.499783,25.026308,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFZDB10
IFZDF,SFZDF10,萬大路-民和街,GA0008,121.500457,25.026342,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFZDF10
IFZGY,SFZGY10,汀州路二段-泉州街,GC0195,121.513962,25.026232,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFZGY10
IFZK6,SFZK610,和平東一段-溫州街,GA0056,121.53362,25.026172,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFZK610
IFZM5,SFZM510,"復興南二段160,171巷",GA0076,121.54345,25.026201,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFZM510
IFZPV,SFZPV10,信安街-信安街67巷,GN0241,121.55747,25.026094,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFZPV10
IG5JR,SG5JR10,和平東一段-泰順街,GA0056,121.5316,25.026315,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG5JR10
IG5PS,SG5PS10,嘉興街-嘉興街181巷,GN0241,121.556951,25.026236,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG5PS10
IG6DR,SG6DR10,西藏路125巷新和國小,GC0125,121.502202,25.02657,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG6DR10
IG6FH,SG6FH10,寧波西街-181巷(單閃),GN0243,121.510773,25.026613,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG6FH10
IG6FR,SG6FR10,汀州路一段三元街212巷,GS0033,121.512234,25.026617,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG6FR10
IG6H7,SG6H710,和平西一段牯嶺街,GN0040,121.518996,25.026441,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG6H710
IG6J5,SG6J510,和平東一段-師大路,GA0056,121.528519,25.02657,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG6J510
IG6JG,SG6JG10,和平東一段141巷,GA0056,121.530381,25.026418,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG6JG10
IG6M6,SG6M610,"復興南二段148,151巷",GA0076,121.543451,25.026525,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG6M610
IG7DW,SG7DW10,國興路-中華路二段416巷,GA0244,121.503134,25.026775,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG7DW10
IG7EQ,SG7EQ10,中華路二段-南海路,GN0243,121.507077,25.026744,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG7EQ10
IG7GW,SG7GW10,和平西一段-廈門街,GN0040,121.517987,25.026724,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG7GW10
IG7IP,SG7IP10,和平東一段師大大門,GA0056,121.526756,25.026711,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG7IP10
IG7IX,SG7IX10,和平東二段-311巷(國立台北教育大學),GA0270,121.544919,25.024623,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG7IX10
IG7PG,SG7PG10,基隆路二段喬治高職,GC0167,121.555025,25.026518,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG7PG10
IG8BZ,SG8BZ10,西園路二段-寶興街,GA0006,121.493711,25.026879,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG8BZ10
IG8HK,SG8HK10,和平西一段-南昌路二段,GN0040,121.521099,25.026812,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG8HK10
IG8IK,SG8IK10,和平東一段-金山南二段,GA0056,121.525914,25.026786,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG8IK10
IG8LI,SG8LI10,復興南二段148巷開平中學,GC0191,121.540499,25.026707,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG8LI10
IG8N7,SG8N710,敦化南二段--安和路二段171巷,GA0081,121.548777,25.029909,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG8N710
IG8S6,SG8S610,莊敬路-松仁路,GC0074,121.568402,25.02663,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG8S610
IG9FI,SG9FI10,汀州路一段-寧波西街,GN0243,121.510913,25.027046,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG9FI10
IG9HT,SG9HT10,和平東一段--羅斯福二段,GN0040,121.522427,25.027033,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG9HT10
IG9I7,SG9I710,和平東一段41巷,GN0040,121.523913,25.026947,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SG9I710
IGAN6,SGAN610,敦化南二段200巷,GS0091,121.54872,25.021522,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGAN610
IGBBW,SGBBW10,艋舺大道-雙園街,GN0008,121.493567,25.030436,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGBBW10
IGBBY,SGBBY10,四維路192巷,GA0275,121.493346,25.02734,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGBBY10
IGBGJ,SGBGJ10,和平西一段-重慶南三段,GS0023,121.515958,25.027246,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGBGJ10
IGBKV,SGBKV10,建國南二段-瑞安街256巷(西),GS0306,121.537614,25.027289,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGBKV10
IGBKW,SGBKW10,建國南二段-瑞安街256巷(東),GS0306,121.53778,25.027277,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGBKW10
IGBRQ,SGBRQ10,莊敬路-莊敬路423巷,GN0291,121.566551,25.02717,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGBRQ10
IGCC8,SGCC810,西園路二段-270號(西園醫院),GA0006,121.494467,25.027517,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGCC810
IGCDF,SGCDF10,萬大路-雙和街,GA0008,121.500482,25.027578,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGCDF10
IGCEE,SGCEE10,西藏路125巷-中華路二段416巷,GA0244,121.505227,25.027445,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGCEE10
IGCM5,SGCM510,"復興南二段125,128巷",GA0076,121.54348,25.027323,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGCM510
IGCPL,SGCPL10,信義路六段-信義路六段15巷,GS0007,121.575333,25.034106,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGCPL10
IGDBV,SGDBV10,寶興街-興義街,GC0213,121.492991,25.027685,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGDBV10
IGDEU,SGDEU10,南海路-惠安街,GN0243,121.507749,25.027644,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGDEU10
IGDGB,SGDGB10,和平西二段-泉州街,GS0023,121.514731,25.027611,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGDGB10
IGEFP,SGEFP10,三元街-230巷,GN0243,121.511887,25.027792,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGEFP10
IGERJ,SGERJ10,莊敬路-莊敬路391巷,GN0291,121.565522,25.027472,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGERJ10
IGFBG,SGFBG10,艋舺大道-西園路二段320巷,GN0009,121.490683,25.027936,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGFBG10
IGFDT,SGFDT10,雙和街-西藏路125巷,GA0244,121.502663,25.027959,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGFDT10
IGFEI,SGFEI10,"中華路二段313,416巷",GN0243,121.505894,25.028002,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGFEI10
IGFFL,SGFFL10,三元街-寧波西街,GN0243,121.511373,25.027966,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGFFL10
IGFKW,SGFKW10,金華街-永康街,GA0264,121.529507,25.029769,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGFKW10
IGFQZ,SGFQZ10,松河街221巷,GC0146,121.563155,25.027706,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGFQZ10
IGGEW,SGGEW10,南海路-詔安街,GN0243,121.508054,25.02804,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGGEW10
IGGFI,SGGFI10,三元街152號,GN0243,121.510977,25.028102,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGGFI10
IGGPQ,SGGPQ10,基隆路二段-基隆路二段159巷,GS0091,121.556059,25.027435,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGGPQ10
IGHCE,SGHCE10,西園路二段-東園街,GS0276,121.495352,25.028264,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGHCE10
IGHDX,SGHDX10,雙和街-中華路二段364巷,GA0244,121.503229,25.028228,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGHDX10
IGHHN,SGHHN10,杭州南二段-羅斯福二段,GN0040,121.521698,25.028038,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGHHN10
IGHMY,SGHMY10,四維路170巷,GC0032,121.548007,25.02816,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGHMY10
IGHN8,SGHN810,敦化南二段81巷,GA0081,121.54875,25.028121,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGHN810
IGHNE,SGHNE10,安和路二段209巷,GN0276,121.549829,25.028027,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGHNE10
IGHNL,SGHNL10,樂利路-安和路二段171巷,GN0276,121.551118,25.028167,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGHNL10
IGHP7,SGHP710,通化街171巷,GA0277,121.553605,25.028067,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGHP710
IGIBQ,SGIBQ10,西藏路-寶興街,GN0009,121.492182,25.028482,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGIBQ10
IGIBX,SGIBX10,西藏路-雙園街40巷,GN0009,121.493371,25.028577,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGIBX10
IGIGV,SGIGV10,福州街-牯嶺街,GN0257,121.517716,25.028278,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGIGV10
IGIKB,SGIKB10,新生南二段-青田街7巷,GA0062,121.534501,25.028263,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGIKB10
IGIM6,SGIM610,復興南二段210巷,GA0076,121.543489,25.028411,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGIM610
IGIML,SGIML10,大安路二段-復興南路二段151巷,GC0097,121.546006,25.028276,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGIML10
IGINW,SGINW10,樂利路11巷-通安街,GA0277,121.552641,25.028286,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGINW10
IGIR7,SGIR710,松智路-莊敬路325巷,GN0301,121.564945,25.029099,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGIR710
IGJAX,SGJAX10,長順街-新四號水門,GA0005,121.488383,25.028678,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGJAX10
IGJAY,SGJAY10,"長順街60,123巷",GA0005,121.488624,25.028677,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGJAY10
IGJLL,SGJLL10,瑞安街180巷,GA0270,121.54121,25.028438,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGJLL10
IGJR9,SGJR910,莊敬路-莊敬路325巷,GN0291,121.563543,25.028003,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGJR910
IGJS9,SGJS910,吳興街-吳興街220巷,GN0291,121.568836,25.028317,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGJS910
IGKBM,SGKBM10,艋舺大道-西藏路,GN0009,121.491766,25.028754,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGKBM10
IGKC8,SGKC810,西藏路-雙園街18巷,GN0009,121.494333,25.0287,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGKC810
IGKCD,SGKCD10,西藏路-雙園街,GS0276,121.495215,25.028806,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGKCD10
IGKCG,SGKCG10,西園路二段-西藏路,GS0276,121.495631,25.028687,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGKCG10
IGKE7,SGKE710,信安街-崇德街,GN0289,121.556805,25.023568,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGKE710
IGKFC,SGKFC10,三元街116號,GN0243,121.50982,25.028711,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGKFC10
IGKIY,SGKIY10,潮州街-麗水街,GA0264,121.52829,25.028556,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGKIY10
IGLIL,SGLIL10,金山南二段-潮州街,GA0055,121.526309,25.02887,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGLIL10
IGLKW,SGLKW10,建國南二段151巷,GS0306,121.537704,25.028757,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGLKW10
IGLLB,SGLLB10,信義路三段134巷-建國南二段151巷,GA0061,121.539369,25.028733,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGLLB10
IGLQZ,SGLQZ10,莊敬路-莊敬路289巷,GN0291,121.563012,25.028664,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGLQZ10
IGMEZ,SGMEZ10,汀州路一段-南海路,GN0243,121.508553,25.028941,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGMEZ10
IGMFQ,SGMFQ10,和平西二段-寧波西街,GC0058,121.512031,25.029038,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGMFQ10
IGMH7,SGMH710,福州街-南昌路二段,GN0257,121.518868,25.02896,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGMH710
IGNE7,SGNE710,汀州路三段101號(中華福音),GA0265,121.529014,25.017278,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGNE710
IGNEB,SGNEB10,"中華路二段303,364巷",GN0243,121.504798,25.02918,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGNEB10
IGNNK,SGNNK10,安和路二段-樂利路,GN0276,121.550795,25.029016,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGNNK10
IGNPT,SGNPT10,基隆路二段-嘉興街216巷,GS0091,121.557256,25.029164,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGNPT10
IGNR6,SGNR610,莊敬路239巷-松平路(信義國小),GC0051,121.563127,25.03018,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGNR610
IGNS6,SGNS610,松仁路275巷,GC0074,121.568323,25.02896,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGNS610
IGPD7,SGPD710,西藏路萬華國中,GC0073,121.499181,25.029343,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGPD710
IGPI8,SGPI810,潮州街59巷,GC0066,121.524032,25.029231,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGPI810
IGPML,SGPML10,大安路二段-建安國小,GC0097,121.546009,25.029142,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGPML10
IGQDF,SGQDF10,萬大路-西藏路,GC0137,121.500538,25.029393,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGQDF10
IGQQR,SGQQR10,吳興街156巷,GN0291,121.561854,25.029273,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGQQR10
IGQQS,SGQQS10,松平路-吳興街,GN0289,121.561904,25.029246,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGQQS10
IGRB8,SGRB810,環河南二段-西藏路南側,GA0005,121.489402,25.029656,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGRB810
IGRF6,SGRF610,南海路-三元街,GN0243,121.508912,25.029509,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SGRF610
