Detector;Time;qPKW;vPKW
ZK9KC60;42335.00;13;52.08
ZJTJ960;42335.00;1;51.0
ZJQJI20;42335.00;9;48.44
ZJTJ820;42335.00;19;39.63
ZJHKR40;42340.00;1;0.0
ZJ7KV40_ZINKW40;42340.00;5;14.14
ZJSJD40;42340.00;9;20.56
ZK5JW60;42340.00;6;40.17
ZK7K820;42340.00;4;36.5
Z7230E0_ZK7KP40;42340.00;3;44.1
ZJHKR20_ZJWJ740;42340.00;6;35.93
ZKJJP20;42340.00;12;37.67
ZK9KC60;42340.00;11;37.82
ZJTJ960;42340.00;3;29.0
ZJQJI20;42340.00;9;60.78
ZJTJ820;42340.00;9;51.33
ZJHKR40;42345.00;15;16.4
ZJ7KV40_ZINKW40;42345.00;11;19.78
ZJSJD40;42345.00;0;0.0
ZK5JW60;42345.00;5;36.0
ZK7K820;42345.00;2;18.0
Z7230E0_ZK7KP40;42345.00;4;59.02
ZJHKR20_ZJWJ740;42345.00;13;35.61
ZKJJP20;42345.00;9;29.67
ZK9KC60;42345.00;11;47.27
ZJTJ960;42345.00;2;26.5
ZJQJI20;42345.00;15;52.8
ZJTJ820;42345.00;7;55.29
ZJHKR40;42350.00;7;16.43
ZJ7KV40_ZINKW40;42350.00;9;19.17
ZJSJD40;42350.00;5;12.0
ZK5JW60;42350.00;4;40.75
ZK7K820;42350.00;0;0.0
Z7230E0_ZK7KP40;42350.00;5;48.86
ZJHKR20_ZJWJ740;42350.00;14;37.35
ZKJJP20;42350.00;21;32.9
ZK9KC60;42350.00;10;30.5
ZJTJ960;42350.00;1;0.0
ZJQJI20;42350.00;10;67.0
ZJTJ820;42350.00;14;50.07
ZJHKR40;42355.00;11;18.55
ZJ7KV40_ZINKW40;42355.00;8;24.7
ZJSJD40;42355.00;9;17.56
ZK5JW60;42355.00;1;29.0
ZK7K820;42355.00;1;64.0
Z7230E0_ZK7KP40;42355.00;4;51.38
ZJHKR20_ZJWJ740;42355.00;18;42.6
ZKJJP20;42355.00;10;38.5
ZK9KC60;42355.00;15;51.4
ZJTJ960;42355.00;3;40.67
ZJQJI20;42355.00;19;54.16
ZJTJ820;42355.00;12;44.42
ZJHKR40;42360.00;2;46.0
ZJ7KV40_ZINKW40;42360.00;7;20.0
ZJSJD40;42360.00;13;25.62
ZK5JW60;42360.00;4;42.75
ZK7K820;42360.00;1;64.0
Z7230E0_ZK7KP40;42360.00;7;43.62
ZJHKR20_ZJWJ740;42360.00;14;35.94
ZKJJP20;42360.00;14;27.71
ZK9KC60;42360.00;11;39.91
ZJTJ960;42360.00;3;36.0
ZJQJI20;42360.00;14;47.43
ZJTJ820;42360.00;11;41.36
ZJHKR40;42365.00;11;28.45
ZJ7KV40_ZINKW40;42365.00;7;20.94
ZJSJD40;42365.00;4;7.5
ZK5JW60;42365.00;2;42.0
ZK7K820;42365.00;3;46.33
Z7230E0_ZK7KP40;42365.00;6;54.54
ZJHKR20_ZJWJ740;42365.00;14;39.9
ZKJJP20;42365.00;15;45.13
ZK9KC60;42365.00;17;46.0
ZJTJ960;42365.00;1;48.0
ZJQJI20;42365.00;21;54.76
ZJTJ820;42365.00;15;49.87
ZJHKR40;42370.00;6;10.33
ZJ7KV40_ZINKW40;42370.00;5;32.42
ZJSJD40;42370.00;8;20.0
ZK5JW60;42370.00;3;42.0
ZK7K820;42370.00;0;0.0
Z7230E0_ZK7KP40;42370.00;5;37.5
ZJHKR20_ZJWJ740;42370.00;11;40.27
ZKJJP20;42370.00;20;32.0
ZK9KC60;42370.00;14;40.57
ZJTJ960;42370.00;4;43.0
ZJQJI20;42370.00;12;67.0
ZJTJ820;42370.00;18;53.33
ZJHKR40;42375.00;5;37.0
ZJ7KV40_ZINKW40;42375.00;5;9.14
ZJSJD40;42375.00;12;24.83
ZK5JW60;42375.00;6;29.17
ZK7K820;42375.00;3;32.0
Z7230E0_ZK7KP40;42375.00;8;52.14
ZJHKR20_ZJWJ740;42375.00;16;33.77
ZKJJP20;42375.00;21;47.52
ZK9KC60;42375.00;22;42.59
ZJTJ960;42375.00;2;48.0
ZJQJI20;42375.00;9;59.11
ZJTJ820;42375.00;7;42.0
ZJHKR40;42380.00;3;28.0
ZJ7KV40_ZINKW40;42380.00;5;24.91
ZJSJD40;42380.00;7;25.57
ZK5JW60;42380.00;5;36.2
ZK7K820;42380.00;3;42.67
Z7230E0_ZK7KP40;42380.00;8;41.65
ZJHKR20_ZJWJ740;42380.00;15;35.62
ZKJJP20;42380.00;20;45.8
ZK9KC60;42380.00;15;40.47
ZJTJ960;42380.00;3;49.33
ZJQJI20;42380.00;15;56.2
ZJTJ820;42380.00;22;42.55
ZJHKR40;42385.00;8;19.25
ZJ7KV40_ZINKW40;42385.00;11;29.52
ZJSJD40;42385.00;16;17.38
ZK5JW60;42385.00;3;39.0
ZK7K820;42385.00;6;42.17
Z7230E0_ZK7KP40;42385.00;8;51.99
ZJHKR20_ZJWJ740;42385.00;14;40.06
ZKJJP20;42385.00;29;41.9
ZK9KC60;42385.00;24;47.54
ZJTJ960;42385.00;1;51.0
ZJQJI20;42385.00;12;45.67
ZJTJ820;42385.00;16;38.94
ZJHKR40;42390.00;8;34.62
ZJ7KV40_ZINKW40;42390.00;14;28.62
ZJSJD40;42390.00;13;21.15
ZK5JW60;42390.00;7;42.29
ZK7K820;42390.00;7;33.71
Z7230E0_ZK7KP40;42390.00;10;46.8
ZJHKR20_ZJWJ740;42390.00;19;35.83
ZKJJP20;42390.00;27;43.07
ZK9KC60;42390.00;16;39.31
ZJTJ960;42390.00;5;26.2
ZJQJI20;42390.00;18;40.22
ZJTJ820;42390.00;17;47.76
ZJHKR40;42395.00;7;23.86
ZJ7KV40_ZINKW40;42395.00;11;36.83
ZJSJD40;42395.00;11;10.91
ZK5JW60;42395.00;6;42.17
ZK7K820;42395.00;3;45.33
Z7230E0_ZK7KP40;42395.00;10;43.45
ZJHKR20_ZJWJ740;42395.00;16;38.22
ZKJJP20;42395.00;27;50.96
ZK9KC60;42395.00;29;44.0
ZJTJ960;42395.00;0;0.0
ZJQJI20;42395.00;10;47.7
ZJTJ820;42395.00;16;51.94
ZJHKR40;42400.00;11;31.09
ZJ7KV40_ZINKW40;42400.00;15;38.57
ZJSJD40;42400.00;16;13.69
ZK5JW60;42400.00;4;40.5
ZK7K820;42400.00;3;45.33
Z7230E0_ZK7KP40;42400.00;7;43.18
ZJHKR20_ZJWJ740;42400.00;13;34.14
ZKJJP20;42400.00;23;37.74
ZK9KC60;42400.00;24;39.71
ZJTJ960;42400.00;2;45.0
ZJQJI20;42400.00;15;48.87
ZJTJ820;42400.00;13;42.77
ZJHKR40;42405.00;9;25.11
ZJ7KV40_ZINKW40;42405.00;13;34.44
ZJSJD40;42405.00;17;17.94
ZK5JW60;42405.00;5;37.8
ZK7K820;42405.00;4;52.25
Z7230E0_ZK7KP40;42405.00;11;50.5
ZJHKR20_ZJWJ740;42405.00;24;44.9
ZKJJP20;42405.00;28;41.07
ZK9KC60;42405.00;35;43.63
ZJTJ960;42405.00;2;33.0
ZJQJI20;42405.00;20;41.45
ZJTJ820;42405.00;22;34.59
ZJHKR40;42410.00;15;25.73
ZJ7KV40_ZINKW40;42410.00;17;39.32
ZJSJD40;42410.00;16;20.12
ZK5JW60;42410.00;7;47.29
ZK7K820;42410.00;5;44.8
Z7230E0_ZK7KP40;42410.00;11;40.81
ZJHKR20_ZJWJ740;42410.00;27;36.59
ZKJJP20;42410.00;51;52.22
ZK9KC60;42410.00;34;42.74
ZJTJ960;42410.00;4;29.75
ZJQJI20;42410.00;20;59.7
ZJTJ820;42410.00;26;40.23
ZJHKR40;42415.00;20;33.0
ZJ7KV40_ZINKW40;42415.00;24;34.55
ZJSJD40;42415.00;28;23.0
ZK5JW60;42415.00;8;41.0
ZK7K820;42415.00;6;36.5
Z7230E0_ZK7KP40;42415.00;17;48.32
ZJHKR20_ZJWJ740;42415.00;18;45.67
ZKJJP20;42415.00;49;44.31
ZK9KC60;42415.00;22;42.14
ZJTJ960;42415.00;3;18.67
ZJQJI20;42415.00;16;48.12
ZJTJ820;42415.00;23;42.35
ZJHKR40;42420.00;14;24.79
ZJ7KV40_ZINKW40;42420.00;26;32.72
ZJSJD40;42420.00;27;19.04
ZK5JW60;42420.00;9;42.11
ZK7K820;42420.00;4;25.75
Z7230E0_ZK7KP40;42420.00;14;38.59
ZJHKR20_ZJWJ740;42420.00;23;45.92
ZKJJP20;42420.00;39;44.1
ZK9KC60;42420.00;26;44.15
ZJTJ960;42420.00;5;26.0
ZJQJI20;42420.00;19;48.26
ZJTJ820;42420.00;27;44.19
ZJHKR40;42425.00;20;40.45
ZJ7KV40_ZINKW40;42425.00;19;38.49
ZJSJD40;42425.00;55;15.95
ZK5JW60;42425.00;10;36.5
ZK7K820;42425.00;4;28.75
Z7230E0_ZK7KP40;42425.00;23;41.17
ZJHKR20_ZJWJ740;42425.00;34;43.07
ZKJJP20;42425.00;41;39.49
ZK9KC60;42425.00;31;47.35
ZJTJ960;42425.00;1;42.0
ZJQJI20;42425.00;25;48.2
ZJTJ820;42425.00;26;38.77
ZJHKR40;42430.00;24;30.5
ZJ7KV40_ZINKW40;42430.00;19;29.6
ZJSJD40;42430.00;45;20.71
ZK5JW60;42430.00;15;41.6
ZK7K820;42430.00;10;35.7
Z7230E0_ZK7KP40;42430.00;19;41.16
ZJHKR20_ZJWJ740;42430.00;31;25.95
ZKJJP20;42430.00;60;39.12
ZK9KC60;42430.00;43;49.12
ZJTJ960;42430.00;9;20.67
ZJQJI20;42430.00;29;44.9
ZJTJ820;42430.00;42;41.57
ZJHKR40;42435.00;34;37.44
ZJ7KV40_ZINKW40;42435.00;24;29.81
ZJSJD40;42435.00;51;24.61
ZK5JW60;42435.00;18;37.28
ZK7K820;42435.00;13;46.23
Z7230E0_ZK7KP40;42435.00;20;47.77
ZJHKR20_ZJWJ740;42435.00;31;41.9
ZKJJP20;42435.00;74;48.85
ZK9KC60;42435.00;34;41.97
ZJTJ960;42435.00;6;47.0
ZJQJI20;42435.00;20;57.2
ZJTJ820;42435.00;42;49.14
ZJHKR40;42440.00;44;28.66
ZJ7KV40_ZINKW40;42440.00;36;36.41
ZJSJD40;42440.00;47;22.72
ZK5JW60;42440.00;11;37.82
ZK7K820;42440.00;12;38.58
Z7230E0_ZK7KP40;42440.00;22;44.07
ZJHKR20_ZJWJ740;42440.00;39;42.99
ZKJJP20;42440.00;63;49.11
ZK9KC60;42440.00;42;52.31
ZJTJ960;42440.00;9;40.33
ZJQJI20;42440.00;30;44.0
ZJTJ820;42440.00;52;56.19
ZJHKR40;42445.00;34;29.97
ZJ7KV40_ZINKW40;42445.00;33;37.04
ZJSJD40;42445.00;73;21.9
ZK5JW60;42445.00;28;34.04
ZK7K820;42445.00;12;33.17
Z7230E0_ZK7KP40;42445.00;33;50.13
ZJHKR20_ZJWJ740;42445.00;42;36.39
ZKJJP20;42445.00;102;40.97
ZK9KC60;42445.00;75;47.72
ZJTJ960;42445.00;6;28.83
ZJQJI20;42445.00;30;51.4
ZJTJ820;42445.00;59;47.29
ZJHKR40;42450.00;43;36.74
ZJ7KV40_ZINKW40;42450.00;29;34.7
ZJSJD40;42450.00;73;15.15
ZK5JW60;42450.00;19;33.95
ZK7K820;42450.00;14;40.14
Z7230E0_ZK7KP40;42450.00;35;43.62
ZJHKR20_ZJWJ740;42450.00;52;41.59
ZKJJP20;42450.00;93;40.98
ZK9KC60;42450.00;67;47.61
ZJTJ960;42450.00;8;33.62
ZJQJI20;42450.00;37;44.89
ZJTJ820;42450.00;78;49.91
ZJHKR40;42455.00;37;38.41
ZJ7KV40_ZINKW40;42455.00;28;39.46
ZJSJD40;42455.00;83;23.22
ZK5JW60;42455.00;20;37.1
ZK7K820;42455.00;13;42.15
Z7230E0_ZK7KP40;42455.00;41;45.81
ZJHKR20_ZJWJ740;42455.00;67;43.78
ZKJJP20;42455.00;118;45.4
ZK9KC60;42455.00;88;35.09
ZJTJ960;42455.00;7;50.71
ZJQJI20;42455.00;37;52.84
ZJTJ820;42455.00;90;45.22
ZJHKR40;42460.00;42;37.76
ZJ7KV40_ZINKW40;42460.00;49;37.22
ZJSJD40;42460.00;65;16.94
ZK5JW60;42460.00;13;34.54
ZK7K820;42460.00;9;45.89
Z7230E0_ZK7KP40;42460.00;48;42.05
ZJHKR20_ZJWJ740;42460.00;57;46.09
ZKJJP20;42460.00;140;56.57
ZK9KC60;42460.00;61;40.36
ZJTJ960;42460.00;7;37.43
ZJQJI20;42460.00;47;36.74
ZJTJ820;42460.00;89;51.17
ZJHKR40;42465.00;70;34.77
ZJ7KV40_ZINKW40;42465.00;50;39.05
ZJSJD40;42465.00;61;19.15
ZK5JW60;42465.00;38;35.79
ZK7K820;42465.00;18;35.61
Z7230E0_ZK7KP40;42465.00;45;45.86
ZJHKR20_ZJWJ740;42465.00;70;43.88
ZKJJP20;42465.00;174;47.7
ZK9KC60;42465.00;97;45.16
ZJTJ960;42465.00;10;37.0
ZJQJI20;42465.00;61;49.28
ZJTJ820;42465.00;133;48.32
ZJHKR40;42470.00;97;29.21
ZJ7KV40_ZINKW40;42470.00;73;40.3
ZJSJD40;42470.00;95;20.69
ZK5JW60;42470.00;29;39.07
ZK7K820;42470.00;11;32.45
Z7230E0_ZK7KP40;42470.00;58;41.62
ZJHKR20_ZJWJ740;42470.00;70;45.54
ZKJJP20;42470.00;185;51.9
ZK9KC60;42470.00;92;46.95
ZJTJ960;42470.00;3;55.33
ZJQJI20;42470.00;51;45.49
ZJTJ820;42470.00;124;50.74
ZJHKR40;42475.00;62;29.74
ZJ7KV40_ZINKW40;42475.00;85;35.7
ZJSJD40;42475.00;87;14.61
ZK5JW60;42475.00;48;30.35
ZK7K820;42475.00;10;42.6
Z7230E0_ZK7KP40;42475.00;59;40.05
ZJHKR20_ZJWJ740;42475.00;91;43.27
ZKJJP20;42475.00;205;43.8
ZK9KC60;42475.00;136;43.99
ZJTJ960;42475.00;13;38.62
ZJQJI20;42475.00;78;45.64
ZJTJ820;42475.00;176;47.74
ZJHKR40;42480.00;75;31.17
ZJ7KV40_ZINKW40;42480.00;94;36.1
ZJSJD40;42480.00;152;21.32
ZK5JW60;42480.00;52;27.56
ZK7K820;42480.00;14;33.93
Z7230E0_ZK7KP40;42480.00;68;34.0
ZJHKR20_ZJWJ740;42480.00;89;42.11
ZKJJP20;42480.00;193;45.09
ZK9KC60;42480.00;98;44.41
ZJTJ960;42480.00;7;55.57
ZJQJI20;42480.00;62;41.87
ZJTJ820;42480.00;165;50.96
ZJHKR40;42485.00;65;34.86
ZJ7KV40_ZINKW40;42485.00;94;36.96
ZJSJD40;42485.00;135;17.85
ZK5JW60;42485.00;62;30.95
ZK7K820;42485.00;14;28.86
Z7230E0_ZK7KP40;42485.00;50;28.48
ZJHKR20_ZJWJ740;42485.00;105;42.61
ZKJJP20;42485.00;250;41.46
ZK9KC60;42485.00;132;48.51
ZJTJ960;42485.00;8;48.88
ZJQJI20;42485.00;68;45.18
ZJTJ820;42485.00;195;47.04
ZJHKR40;42490.00;88;35.08
ZJ7KV40_ZINKW40;42490.00;119;34.39
ZJSJD40;42490.00;164;21.79
ZK5JW60;42490.00;46;32.89
ZK7K820;42490.00;12;36.17
Z7230E0_ZK7KP40;42490.00;60;30.82
ZJHKR20_ZJWJ740;42490.00;103;40.99
ZKJJP20;42490.00;238;41.61
ZK9KC60;42490.00;106;44.19
ZJTJ960;42490.00;10;51.6
ZJQJI20;42490.00;93;38.27
ZJTJ820;42490.00;190;45.15
ZJHKR40;42495.00;69;33.2
ZJ7KV40_ZINKW40;42495.00;87;30.27
ZJSJD40;42495.00;122;24.59
ZK5JW60;42495.00;53;31.83
ZK7K820;42495.00;12;31.67
Z7230E0_ZK7KP40;42495.00;52;21.85
ZJHKR20_ZJWJ740;42495.00;116;40.89
ZKJJP20;42495.00;279;43.25
ZK9KC60;42495.00;164;38.58
ZJTJ960;42495.00;13;69.54
ZJQJI20;42495.00;95;40.57
ZJTJ820;42495.00;196;49.71
ZJHKR40;42500.00;84;32.58
ZJ7KV40_ZINKW40;42500.00;130;35.43
ZJSJD40;42500.00;158;26.37
ZK5JW60;42500.00;48;33.27
ZK7K820;42500.00;17;49.59
Z7230E0_ZK7KP40;42500.00;64;25.49
ZJHKR20_ZJWJ740;42500.00;110;44.11
ZKJJP20;42500.00;197;43.75
ZK9KC60;42500.00;132;40.02
ZJTJ960;42500.00;9;48.11
ZJQJI20;42500.00;98;33.9
ZJTJ820;42500.00;197;42.63
ZJHKR40;42505.00;86;35.62
ZJ7KV40_ZINKW40;42505.00;102;34.08
ZJSJD40;42505.00;117;24.86
ZK5JW60;42505.00;67;35.91
ZK7K820;42505.00;13;32.54
Z7230E0_ZK7KP40;42505.00;54;22.83
ZJHKR20_ZJWJ740;42505.00;134;42.6
ZKJJP20;42505.00;320;39.7
ZK9KC60;42505.00;166;39.0
ZJTJ960;42505.00;13;45.62
ZJQJI20;42505.00;100;33.92
ZJTJ820;42505.00;195;44.42
ZJHKR40;42510.00;85;35.75
ZJ7KV40_ZINKW40;42510.00;119;33.53
ZJSJD40;42510.00;88;18.18
ZK5JW60;42510.00;50;35.24
ZK7K820;42510.00;12;40.33
Z7230E0_ZK7KP40;42510.00;48;23.27
ZJHKR20_ZJWJ740;42510.00;135;45.32
ZKJJP20;42510.00;254;39.77
ZK9KC60;42510.00;125;49.17
ZJTJ960;42510.00;10;32.8
ZJQJI20;42510.00;105;38.21
ZJTJ820;42510.00;199;41.37
ZJHKR40;42515.00;50;32.02
ZJ7KV40_ZINKW40;42515.00;97;33.19
ZJSJD40;42515.00;164;15.05
ZK5JW60;42515.00;59;35.02
ZK7K820;42515.00;17;33.18
Z7230E0_ZK7KP40;42515.00;55;24.78
ZJHKR20_ZJWJ740;42515.00;114;41.42
ZKJJP20;42515.00;255;39.97
ZK9KC60;42515.00;158;45.11
ZJTJ960;42515.00;9;42.22
ZJQJI20;42515.00;99;43.19
ZJTJ820;42515.00;230;44.53
ZJHKR40;42520.00;70;36.91
ZJ7KV40_ZINKW40;42520.00;125;34.15
ZJSJD40;42520.00;149;27.33
ZK5JW60;42520.00;54;31.78
ZK7K820;42520.00;13;37.31
Z7230E0_ZK7KP40;42520.00;58;22.53
ZJHKR20_ZJWJ740;42520.00;112;42.8
ZKJJP20;42520.00;251;40.25
ZK9KC60;42520.00;125;45.73
ZJTJ960;42520.00;8;47.25
ZJQJI20;42520.00;74;34.26
ZJTJ820;42520.00;214;48.37
ZJHKR40;42525.00;78;31.73
ZJ7KV40_ZINKW40;42525.00;83;35.67
ZJSJD40;42525.00;113;18.74
ZK5JW60;42525.00;62;32.08
ZK7K820;42525.00;25;21.88
Z7230E0_ZK7KP40;42525.00;44;23.15
ZJHKR20_ZJWJ740;42525.00;109;42.99
ZKJJP20;42525.00;285;36.53
ZK9KC60;42525.00;145;43.73
ZJTJ960;42525.00;17;48.29
ZJQJI20;42525.00;132;45.17
ZJTJ820;42525.00;217;42.84
ZJHKR40;42530.00;73;34.82
ZJ7KV40_ZINKW40;42530.00;112;34.37
ZJSJD40;42530.00;131;18.51
ZK5JW60;42530.00;53;24.42
ZK7K820;42530.00;22;33.82
Z7230E0_ZK7KP40;42530.00;55;27.18
ZJHKR20_ZJWJ740;42530.00;106;45.7
ZKJJP20;42530.00;224;31.5
ZK9KC60;42530.00;120;47.08
ZJTJ960;42530.00;18;42.67
ZJQJI20;42530.00;89;35.07
ZJTJ820;42530.00;216;35.37
ZJHKR40;42535.00;62;34.42
ZJ7KV40_ZINKW40;42535.00;93;33.66
ZJSJD40;42535.00;115;18.17
ZK5JW60;42535.00;63;34.33
ZK7K820;42535.00;16;43.5
Z7230E0_ZK7KP40;42535.00;62;26.35
ZJHKR20_ZJWJ740;42535.00;128;40.71
ZKJJP20;42535.00;252;31.62
ZK9KC60;42535.00;157;42.41
ZJTJ960;42535.00;21;43.19
ZJQJI20;42535.00;142;38.83
ZJTJ820;42535.00;221;34.05
ZJHKR40;42540.00;60;32.0
ZJ7KV40_ZINKW40;42540.00;104;35.97
ZJSJD40;42540.00;167;18.96
ZK5JW60;42540.00;61;30.51
ZK7K820;42540.00;15;33.33
Z7230E0_ZK7KP40;42540.00;62;27.28
ZJHKR20_ZJWJ740;42540.00;106;45.6
ZKJJP20;42540.00;225;37.63
ZK9KC60;42540.00;127;37.04
ZJTJ960;42540.00;15;31.0
ZJQJI20;42540.00;89;31.17
ZJTJ820;42540.00;213;36.28
ZJHKR40;42545.00;62;36.0
ZJ7KV40_ZINKW40;42545.00;83;35.33
ZJSJD40;42545.00;128;24.2
ZK5JW60;42545.00;67;29.34
ZK7K820;42545.00;7;44.71
Z7230E0_ZK7KP40;42545.00;57;27.39
ZJHKR20_ZJWJ740;42545.00;108;39.03
ZKJJP20;42545.00;262;37.35
ZK9KC60;42545.00;164;36.26
ZJTJ960;42545.00;21;39.38
ZJQJI20;42545.00;133;39.72
ZJTJ820;42545.00;209;35.96
ZJHKR40;42550.00;79;34.24
ZJ7KV40_ZINKW40;42550.00;112;37.66
ZJSJD40;42550.00;171;30.26
ZK5JW60;42550.00;81;36.85
ZK7K820;42550.00;18;41.17
Z7230E0_ZK7KP40;42550.00;61;31.87
ZJHKR20_ZJWJ740;42550.00;107;43.23
ZKJJP20;42550.00;227;43.87
ZK9KC60;42550.00;133;40.64
ZJTJ960;42550.00;15;50.67
ZJQJI20;42550.00;91;34.4
ZJTJ820;42550.00;153;41.69
ZJHKR40;42555.00;69;29.91
ZJ7KV40_ZINKW40;42555.00;83;36.43
ZJSJD40;42555.00;117;26.15
ZK5JW60;42555.00;68;33.18
ZK7K820;42555.00;13;34.46
Z7230E0_ZK7KP40;42555.00;70;21.89
ZJHKR20_ZJWJ740;42555.00;114;45.64
ZKJJP20;42555.00;252;42.81
ZK9KC60;42555.00;162;41.48
ZJTJ960;42555.00;26;43.77
ZJQJI20;42555.00;133;44.55
ZJTJ820;42555.00;201;44.27
ZJHKR40;42560.00;97;34.1
ZJ7KV40_ZINKW40;42560.00;120;36.09
ZJSJD40;42560.00;153;20.86
ZK5JW60;42560.00;53;29.64
ZK7K820;42560.00;15;41.73
Z7230E0_ZK7KP40;42560.00;71;22.19
ZJHKR20_ZJWJ740;42560.00;101;44.71
ZKJJP20;42560.00;240;39.23
ZK9KC60;42560.00;135;37.28
ZJTJ960;42560.00;17;33.29
ZJQJI20;42560.00;100;31.27
ZJTJ820;42560.00;221;38.94
ZJHKR40;42565.00;72;30.51
ZJ7KV40_ZINKW40;42565.00;82;33.67
ZJSJD40;42565.00;119;25.71
ZK5JW60;42565.00;61;34.44
ZK7K820;42565.00;18;41.72
Z7230E0_ZK7KP40;42565.00;65;31.19
ZJHKR20_ZJWJ740;42565.00;120;44.17
ZKJJP20;42565.00;316;40.76
ZK9KC60;42565.00;151;47.4
ZJTJ960;42565.00;21;41.67
ZJQJI20;42565.00;124;43.79
ZJTJ820;42565.00;213;38.19
ZJHKR40;42570.00;86;34.24
ZJ7KV40_ZINKW40;42570.00;96;37.97
ZJSJD40;42570.00;147;26.45
ZK5JW60;42570.00;68;28.26
ZK7K820;42570.00;22;35.41
Z7230E0_ZK7KP40;42570.00;59;26.66
ZJHKR20_ZJWJ740;42570.00;120;43.87
ZKJJP20;42570.00;244;39.82
ZK9KC60;42570.00;144;36.07
ZJTJ960;42570.00;17;47.06
ZJQJI20;42570.00;92;34.36
ZJTJ820;42570.00;205;37.53
ZJHKR40;42575.00;57;34.42
ZJ7KV40_ZINKW40;42575.00;77;34.97
ZJSJD40;42575.00;125;28.39
ZK5JW60;42575.00;67;26.43
ZK7K820;42575.00;14;28.21
Z7230E0_ZK7KP40;42575.00;79;34.26
ZJHKR20_ZJWJ740;42575.00;112;39.9
ZKJJP20;42575.00;246;37.03
ZK9KC60;42575.00;139;36.37
ZJTJ960;42575.00;14;43.57
ZJQJI20;42575.00;94;39.04
ZJTJ820;42575.00;206;38.38
ZJHKR40;42580.00;76;35.2
ZJ7KV40_ZINKW40;42580.00;85;37.96
ZJSJD40;42580.00;152;30.03
ZK5JW60;42580.00;54;34.39
ZK7K820;42580.00;17;40.59
Z7230E0_ZK7KP40;42580.00;70;30.6
ZJHKR20_ZJWJ740;42580.00;97;40.48
ZKJJP20;42580.00;215;33.51
ZK9KC60;42580.00;128;32.21
ZJTJ960;42580.00;11;36.09
ZJQJI20;42580.00;89;43.09
ZJTJ820;42580.00;168;37.65
ZJHKR40;42585.00;79;36.22
ZJ7KV40_ZINKW40;42585.00;63;32.23
ZJSJD40;42585.00;133;22.6
ZK5JW60;42585.00;58;30.98
ZK7K820;42585.00;20;41.1
Z7230E0_ZK7KP40;42585.00;69;29.09
ZJHKR20_ZJWJ740;42585.00;109;37.88
ZKJJP20;42585.00;244;43.05
ZK9KC60;42585.00;128;27.33
ZJTJ960;42585.00;22;30.36
ZJQJI20;42585.00;91;45.24
ZJTJ820;42585.00;146;39.31
ZJHKR40;42590.00;71;33.94
ZJ7KV40_ZINKW40;42590.00;71;40.79
ZJSJD40;42590.00;151;27.11
ZK5JW60;42590.00;49;32.69
ZK7K820;42590.00;12;32.08
Z7230E0_ZK7KP40;42590.00;70;30.29
ZJHKR20_ZJWJ740;42590.00;87;44.88
ZKJJP20;42590.00;210;44.37
ZK9KC60;42590.00;138;34.01
ZJTJ960;42590.00;14;37.5
ZJQJI20;42590.00;84;45.6
ZJTJ820;42590.00;152;42.7
ZJHKR40;42595.00;71;35.61
ZJ7KV40_ZINKW40;42595.00;57;35.75
ZJSJD40;42595.00;139;20.4
ZK5JW60;42595.00;44;34.7
ZK7K820;42595.00;18;24.0
Z7230E0_ZK7KP40;42595.00;72;38.57
ZJHKR20_ZJWJ740;42595.00;99;44.18
ZKJJP20;42595.00;240;44.02
ZK9KC60;42595.00;135;37.68
ZJTJ960;42595.00;26;36.54
ZJQJI20;42595.00;75;44.24
ZJTJ820;42595.00;148;43.49
ZJHKR40;42600.00;74;33.15
ZJ7KV40_ZINKW40;42600.00;70;38.38
ZJSJD40;42600.00;147;21.1
ZK5JW60;42600.00;54;27.26
ZK7K820;42600.00;15;39.6
Z7230E0_ZK7KP40;42600.00;69;40.2
ZJHKR20_ZJWJ740;42600.00;104;43.9
ZKJJP20;42600.00;234;43.63
ZK9KC60;42600.00;116;44.84
ZJTJ960;42600.00;20;40.6
ZJQJI20;42600.00;76;47.64
ZJTJ820;42600.00;146;41.53
ZJHKR40;42605.00;76;32.82
ZJ7KV40_ZINKW40;42605.00;55;38.91
ZJSJD40;42605.00;121;27.56
ZK5JW60;42605.00;43;35.14
ZK7K820;42605.00;12;38.0
Z7230E0_ZK7KP40;42605.00;75;34.63
ZJHKR20_ZJWJ740;42605.00;93;41.98
ZKJJP20;42605.00;248;43.23
ZK9KC60;42605.00;136;38.62
ZJTJ960;42605.00;12;34.92
ZJQJI20;42605.00;90;42.87
ZJTJ820;42605.00;175;42.83
ZJHKR40;42610.00;76;32.99
ZJ7KV40_ZINKW40;42610.00;65;37.15
ZJSJD40;42610.00;143;26.53
ZK5JW60;42610.00;46;33.09
ZK7K820;42610.00;18;39.22
Z7230E0_ZK7KP40;42610.00;64;36.16
ZJHKR20_ZJWJ740;42610.00;80;43.2
ZKJJP20;42610.00;214;39.62
ZK9KC60;42610.00;129;37.19
ZJTJ960;42610.00;22;29.73
ZJQJI20;42610.00;78;46.4
ZJTJ820;42610.00;156;43.86
ZJHKR40;42615.00;69;30.1
ZJ7KV40_ZINKW40;42615.00;45;40.12
ZJSJD40;42615.00;116;24.57
ZK5JW60;42615.00;33;34.42
ZK7K820;42615.00;13;36.85
Z7230E0_ZK7KP40;42615.00;70;35.72
ZJHKR20_ZJWJ740;42615.00;101;40.58
